title,genres,release_year,user_rating,keywords,director,description,poster_url,trailer_url,adult
Beerfest,Comedy,2006,5.866,"prostitute, alcohol, germany, competition, beer, training, oktoberfest",Jay Chandrasekhar,"During a trip to Germany to scatter their grandfather's ashes, German-American brothers Todd and Jan discover Beerfest, the secret Olympics of downing stout, and want to enter the contest to defend their family's beer-guzzling honor. Their Old Country cousins sneer at the Yanks' chances, prompting the siblings to return to America to prepare for a showdown the following year.",https://image.tmdb.org/t/p/w500/5srGbSv3zhEUjXFOZR9qHkgJO6l.jpg,https://www.youtube.com/watch?v=4ZBJxhjqUgs,1
Tom and Jerry & The Wizard of Oz,"Animation, Comedy, Adventure, Family, Fantasy",2011,6.258,based on young adult novel,Spike Brandt,"After a deadly storm, Tom and Jerry find themselves stranded on an unknown island ruled by the evil Wizard of Oz. As they try to find their way back home, they worry for their master Dorothy's safety.",https://image.tmdb.org/t/p/w500/gFlwbp47uh6F1p203RQOaxYThzX.jpg,https://www.youtube.com/watch?v=MK7evFDGdjc,0
Love Affair,"Drama, Romance",2014,5.9,"eroticism, love affair",Kim Jung-hwan,"Ga-hee appeared in front of Seong-min who was bored running a book store after retiring. Ga-hee runs a ballet school and wasn""t on very good terms with her husband, which led to her and Seong-min falling madly in love together. They know they shouldn""t be together, but that""s what makes everything even better. Later on, their love reaches the point of destruction...",https://image.tmdb.org/t/p/w500/5nGRaQV5MoVs2AGUP3qyf3BXuuz.jpg,,1
The Man Who Fell to Earth,"Science Fiction, Drama",1976,6.445,"based on novel or book, extraterrestrial technology, dystopia, alien life-form",Nicolas Roeg,"Thomas Jerome Newton is an alien who has come to Earth in search of water to save his home planet. Aided by lawyer Oliver Farnsworth, Thomas uses his knowledge of advanced technology to create profitable inventions. While developing a method to transport water, Thomas meets Mary-Lou, a quiet hotel clerk, and begins to fall in love with her. Just as he is ready to leave Earth, Thomas is intercepted by the U.S. government, and his entire plan is threatened.",https://image.tmdb.org/t/p/w500/gwmPVphE5DMFFGXGMhfEFyxOOYj.jpg,https://www.youtube.com/watch?v=jyEV4Y2NnxM,0
Cellar Door,Thriller,2024,6.5,house,Vaughn Stein,"Looking for a fresh start after a miscarriage, a couple find themselves being gifted the house of their dreams with one caveat - they can never open the cellar door. Whether they can live without knowing triggers shocking consequences.",https://image.tmdb.org/t/p/w500/9vasnPh69RoUg9oUpzXoErMVDB7.jpg,https://www.youtube.com/watch?v=54ecFoxQtN8,0
Take Cover,"Action, Thriller",2024,6.894,"sequel, u.s. navy seal",Nick McKinless,A burned-out professional sniper finds himself trapped in an all-glass penthouse by a lethal competitor and must find a way to survive and escape with little to no cover between him and the killer.,https://image.tmdb.org/t/p/w500/xNLiMNyFzKTL9PVIEulG55Hei8j.jpg,https://www.youtube.com/watch?v=Ol475b54NcY,0
A Chinese Torture Chamber Story,"Horror, Comedy, Drama",1994,5.6,sexual torture,Bosco Lam Tsz-Ho,A corrupt magistrate subjects a innocent young bride to inconceivable physical punishments after convicting her of killing her husband.,https://image.tmdb.org/t/p/w500/fm376vkWHG3y5yUwvOpGtlLludK.jpg,https://www.youtube.com/watch?v=AZ7bkjVuDB4,1
Trick,"Thriller, Horror",2019,5.9,"halloween, gore, halloween party, serial killer, slasher, halloween night",Patrick Lussier,A detective tries to track down a masked killer who reappears every Halloween to wreak bloody havoc.,https://image.tmdb.org/t/p/w500/k1Ft0smy9XjyMq1HKm9JdRDe4ls.jpg,https://www.youtube.com/watch?v=DSi6U2j3V2U,0
Stepfather 3,"Horror, Thriller, Tv Movie",1992,5.3,"stepfather, sequel, serial killer",Guy Magar,"After escaping a Puget Sound institution, ""Stepfather"" Gene Clifford alters his appearance with plastic surgery and takes on another new identity: Keith Grant. Moving to Deer View, California, Keith falls for a divorced school principal, arousing the suspicions of her wheelchair-bound, computer-savvy son.",https://image.tmdb.org/t/p/w500/an492xjfS59bRBVTnmFfGy71cNl.jpg,https://www.youtube.com/watch?v=L01r98f6H04,0
Booksmart,Comedy,2019,7.0,"high school, coming of age, house party, buddy, high school student, lgbt, woman director, generation z, teenager",Olivia Wilde,"Two academic teenage superstars realize, on the eve of their high school graduation, that they should have worked less and played more. Determined to never fall short of their peers, the girls set out on a mission to cram four years of fun into one night.",https://image.tmdb.org/t/p/w500/micaVOa1UZsdzs4fKGA67ZMGOzc.jpg,https://www.youtube.com/watch?v=noAtmtxgJYw,0
Hellraiser,"Horror, Thriller, Fantasy",1987,6.9,"based on novel or book, ritual, supernatural, seduction, gore, surrealism, undead, stepmother, revenge, human sacrifice, demon, puzzle box, attic, occult, cenobite, horrified",Clive Barker,"Hedonist Frank Cotton finds a mysterious puzzle box that summons the Cenobites, who open the doors to a dominion where pain and pleasure are indivisible.",https://image.tmdb.org/t/p/w500/3Z0oPHyLnk3Vx6ZMC1MiVwIrKhO.jpg,https://www.youtube.com/watch?v=snTu52_QKqE,1
Thunderstruck,"Comedy, Family",2012,6.1,basketball,John Whitesell,"After NBA star Kevin Durant switches talent with 16 year old Brian, the teenager becomes the star of his high school team, but Durant starts struggling and eventually learns an important lesson.",https://image.tmdb.org/t/p/w500/lR1ssqRzslQx9WtTOKnfgqbNB1y.jpg,https://www.youtube.com/watch?v=65qyPfZe9Eg,0
Rise of the Planet of the Apes,"Thriller, Action, Drama, Science Fiction",2011,7.328,"san francisco, california, solidarity, gorilla, intelligence, dystopia, zoo, alzheimer's disease, death of father, cage, anthropomorphism, golden gate bridge, disease, ape, orangutan, chimpanzee, medical research, primate, sign languages, virus, animal testing, contagion, father son relationship, animal human friendship, cgi-live action hybrid, violence against animals, meddling neighbor, medical trials, amused, exhilarated",Rupert Wyatt,"A highly intelligent chimpanzee named Caesar has been living a peaceful suburban life ever since he was born. But when he gets taken to a cruel primate facility, Caesar decides to revolt against those who have harmed him.",https://image.tmdb.org/t/p/w500/cjLsuP75UDlRdJVMXzXg3TJ4umX.jpg,https://www.youtube.com/watch?v=P1yKN0llkrY,0
The Servant,Drama,1963,7.583,"london, england, bachelor, lover, manipulation, role reversal, alcoholism, manservant",Joseph Losey,"Hugo Barrett is a servant in the Chelsea home of indolent aristocrat Tony. All seems to go well until the playboy’s girlfriend Susan takes a dislike to the efficient employee. Then Barrett persuades Tony to hire his sister Vera as a live-in maid, and matters take another turn for the worse…",https://image.tmdb.org/t/p/w500/pRa4og93BeOoMCt6oWuPCwu5Coo.jpg,https://www.youtube.com/watch?v=naaFmYU2_I8,0
Gifted,"Drama, Comedy",2017,8.029,"cat, mathematics, intellectually gifted, child prodigy, teacher, school, prize, child custody, legal drama, gifted children, custody hearing",Marc Webb,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",https://image.tmdb.org/t/p/w500/7YB2YrMwIm1g8FyZtlvmVDfRnAT.jpg,https://www.youtube.com/watch?v=x7CAjpdRaXU,0
Operation Black Ops,"Action, Thriller",2023,5.6,,Jamaal Burden,"A group of mercenaries are hired to overthrow a Neo-Nazi stronghold nestled deep in the heart of Texas, only to discover they are protecting nuclear codes that could ignite World War III.",https://image.tmdb.org/t/p/w500/vMgkjQM2fHirExilsTZWJTqL33G.jpg,https://www.youtube.com/watch?v=A8LoGbuYOsk,0
Love,"Drama, Romance",2015,6.4,"paris, france, gallery, sexuality, pregnancy, girlfriend, love, relationship, break-up",Gaspar Noé,"Murphy is an American living in Paris who enters a highly sexually and emotionally charged relationship with the unstable Electra. Unaware of the seismic effect it will have on their relationship, they invite their pretty neighbor into their bed.",https://image.tmdb.org/t/p/w500/jx5rG229bzPzBgCXGslje75Y85x.jpg,https://www.youtube.com/watch?v=mR4JLD84RBo,1
Tears of the Sun,"War, Action, Drama",2003,6.9,"civil war, war crimes, refugee, village, evacuation, border, rescue mission, us army, nigeria, president, doctor, massacre, brutality, military, child soldier",Antoine Fuqua,"Navy SEAL Lieutenant A.K. Waters and his elite squadron of tactical specialists are forced to choose between their duty and their humanity, between following orders by ignoring the conflict that surrounds them, or finding the courage to follow their conscience and protect a group of innocent refugees. When the democratic government of Nigeria collapses and the country is taken over by a ruthless military dictator, Waters, a fiercely loyal and hardened veteran is dispatched on a routine mission to retrieve a Doctors Without Borders physician.",https://image.tmdb.org/t/p/w500/fUnSSQukwTwBSdCbufEE36petLq.jpg,https://www.youtube.com/watch?v=DuTlpSfptO0,0
Robinson Crusoe on Mars,"Science Fiction, Adventure",1964,6.3,"planet mars, space mission, gay interest, astronaut, monkey, alien space craft",Byron Haskin,"Stranded on Mars with only a monkey as a companion, an astronaut must figure out how to find oxygen, water, and food and companionship on the lifeless planet.",https://image.tmdb.org/t/p/w500/kzs1HUxP1HzLNdtNQrulZOC69hR.jpg,https://www.youtube.com/watch?v=Twa8jKrIWE0,0
Ferris Bueller's Day Off,Comedy,1986,7.6,"chicago, illinois, high school, independence, coming of age, caper, breaking the fourth wall, teen movie, fantasy sequence, car theft, skipping school, taunting, aftercreditsstinger, duringcreditsstinger, truancy, day in a life, 1980s, introspective, teenager, reminiscent, witty, amused",John Hughes,"After high school slacker Ferris Bueller successfully fakes an illness in order to skip school for the day, he goes on a series of adventures throughout Chicago with his girlfriend Sloane and best friend Cameron, all the while trying to outwit his wily school principal and fed-up sister.",https://image.tmdb.org/t/p/w500/9LTQNCvoLsKXP0LtaKAaYVtRaQL.jpg,https://www.youtube.com/watch?v=GDttaV80_BM,0
Amityville: The Awakening,"Horror, Thriller",2017,5.3,haunted house,Franck Khalfoun,"Belle, her little sister, and her comatose twin brother move into a new house with their single mother in order to save money to help pay for her brother's expensive healthcare. But when strange phenomena begin to occur including the miraculous recovery of her brother, Belle begins to suspect her mother isn't telling her everything and soon learns they moved into the infamous Amityville house.",https://image.tmdb.org/t/p/w500/c9Nyu8YZfLsWWbze4DEGPbnwCcT.jpg,https://www.youtube.com/watch?v=ZT-50hCYrk0,0
The Bad Guys: A Very Bad Holiday,"Animation, Comedy, Family, Action",2023,6.6,"holiday, heist, prequel, family, based on graphic novel, christmas, плохие парни dreamworks",Bret Haaland,"To keep their annual Holiday Heist-tacular afloat, Mr. Wolf and his crew of animal outlaws will have to restore the whole city's Christmas spirit — fast!",https://image.tmdb.org/t/p/w500/atBDD05PbVDI2lm2OUy1KFQpzen.jpg,https://www.youtube.com/watch?v=28qvBwqma2c,0
Bad Boys for Life,"Thriller, Action, Crime",2020,7.1,"mexico, miami, florida, detective, women's prison, sequel, prison escape, murder, drug cartel, police chase, police detective, buddy cop, buddy film, action hero, past relationship, reflective",Bilall Fallah,"Marcus and Mike are forced to confront new threats, career changes, and midlife crises as they join the newly created elite team AMMO of the Miami police department to take down the ruthless Armando Armas, the vicious leader of a Miami drug cartel.",https://image.tmdb.org/t/p/w500/y95lQLnuNKdPAzw9F9Ab8kJ80c3.jpg,https://www.youtube.com/watch?v=R228yPrwqTo,0
Starstruck,"Romance, Comedy, Tv Movie, Music",2010,7.027,"beach, sibling relationship, pop singer, paparazzi, romantic comedy, celebrity, love, hiding, running away, ordinary girl",Michael Grossman,"Pop star Christopher Wilde has fame, fortune and a big-budget Hollywood movie awaiting him. But after meeting Jessica Olson, a down-to-earth girl from the Midwest, he is faced with following his heart or doing what's best for his career.",https://image.tmdb.org/t/p/w500/kuyJuNiiZvu5iNr8Dgv5y75v1uc.jpg,https://www.youtube.com/watch?v=Zn-D-9su1Lw,0
Solo Leveling -ReAwakening-,"Action, Adventure, Fantasy, Animation",2024,0.0,"edited from tv series, anime, based on webcomic or webtoon, based on manhwa",Shunsuke Nakashige,"Over a decade after 'gates' connecting worlds appeared, awakening 'hunters' with superpowers, weakest hunter Sung Jinwoo encounters a double dungeon and accepts a mysterious quest, becoming the only one able to level up, changing his fate. A catch-up recap of the first season coupled with an exclusive sneak peek of the first two episodes of the highly anticipated second season in one momentous theatrical fan experience.",https://image.tmdb.org/t/p/w500/uzHMp5heVLR68kbbUEXFPsmxYsM.jpg,https://www.youtube.com/watch?v=Nsftn0EABCQ,0
